table_number,table_name,month,period,period_name,geography,Type,category,value,units
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",12,2021,marketing year,,Disappearance,ending_stocks,14273,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Supply,beginning_stocks_total,14273,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Supply,ginnings,1962,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Supply,imports,0.4,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Supply,total_supply,16236,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Disappearance,mill_use,205,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Disappearance,exports,1088,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Disappearance,total_use,1293,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Disappearance,unaccounted,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",1,2021,marketing year,,Disappearance,ending_stocks,14943,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Supply,beginning_stocks_total,14943,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Supply,ginnings,471,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Supply,imports,1.1,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Supply,total_supply,15415,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Disappearance,mill_use,199,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Disappearance,exports,1405,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Disappearance,total_use,1603,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Disappearance,unaccounted,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",2,2021,marketing year,,Disappearance,ending_stocks,13811,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Supply,beginning_stocks_total,13811,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Supply,ginnings,133,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Supply,imports,0,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Supply,total_supply,13944,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Disappearance,mill_use,224,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Disappearance,exports,1787,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Disappearance,total_use,2011,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Disappearance,unaccounted,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",3,2021,marketing year,,Disappearance,ending_stocks,11934,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Supply,beginning_stocks_total,11934,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Supply,ginnings,0,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Supply,imports,0.03,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Supply,total_supply,11934,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Disappearance,mill_use,217,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Disappearance,exports,1724,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Disappearance,total_use,1941,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Disappearance,unaccounted,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",4,2021,marketing year,,Disappearance,ending_stocks,9993,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Supply,beginning_stocks_total,9993,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Supply,ginnings,0,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Supply,imports,0,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Supply,total_supply,9993,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Disappearance,mill_use,222,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Disappearance,exports,1736,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Disappearance,total_use,1958,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Disappearance,unaccounted,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",5,2021,marketing year,,Disappearance,ending_stocks,8034,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Supply,beginning_stocks_total,8034,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Supply,ginnings,0,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Supply,imports,0.68,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Supply,total_supply,8035,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Disappearance,mill_use,216,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Disappearance,exports,1621,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Disappearance,total_use,1836,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Disappearance,unaccounted,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",6,2021,marketing year,,Disappearance,ending_stocks,6199,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Supply,beginning_stocks_total,6199,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Supply,ginnings,0,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Supply,imports,0,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Supply,total_supply,6199,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Disappearance,mill_use,224,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Disappearance,exports,1396,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Disappearance,total_use,1620,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Disappearance,unaccounted,22,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",7,2021,marketing year,,Disappearance,ending_stocks,4600,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",Season,2021,marketing year,,Supply,beginning_stocks_at_mills,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",Season,2021,marketing year,,Supply,beginning_stocks_in_public_storage,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",Season,2021,marketing year,,Supply,beginning_stocks_other,NA,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",Season,2021,marketing year,,Supply,beginning_stocks_total,3651,"1,000 480-pound bales"
10,"U.S. cotton supply and disappearance of all kinds, by month, 2021/22–2024/25",Season,2021,marketing year,,Supply,ginnings,17523,"1,000 480-pound bales"
